Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-05-23 00:00:00-04:00,21.844874384594036,22.145648627788322,21.79930147597144,21.972475051879883,152074400,0.0,0.0
2016-05-24 00:00:00-04:00,22.15248394878974,22.350720449787822,22.06589629232741,22.30742835998535,140560800,0.0,0.0
2016-05-25 00:00:00-04:00,22.482884808411256,22.72669427765415,22.35528411076761,22.699352264404297,152675200,0.0,0.0
2016-05-26 00:00:00-04:00,22.713023987281645,22.95227704133742,22.476050013878265,22.879362106323242,225324800,0.0,0.0
2016-05-27 00:00:00-04:00,22.658340973272143,22.893035894534986,22.6150471277629,22.865692138671875,145364800,0.0,0.0
2016-05-31 00:00:00-04:00,22.694792029031795,22.877080213373,22.51706200543505,22.75403594970703,169228800,0.0,0.0
2016-06-01 00:00:00-04:00,22.56263449160384,22.6811223398301,22.405412705375742,22.435033798217773,116693200,0.0,0.0
2016-06-02 00:00:00-04:00,22.23907851614333,22.293764288884326,22.018054605843872,22.266422271728516,160766400,0.0,0.0
2016-06-03 00:00:00-04:00,22.282365833833033,22.391737347275814,22.204892751584605,22.311986923217773,114019600,0.0,0.0
2016-06-06 00:00:00-04:00,22.32794596162613,23.216598122238942,22.227688990504937,22.47377586364746,93170000,0.0,0.0
2016-06-07 00:00:00-04:00,22.615047869578415,22.756321338527762,22.54896842789708,22.564918518066406,89638000,0.0,0.0
2016-06-08 00:00:00-04:00,22.562634319478764,22.685678589346253,22.48516296720797,22.54440689086914,83392400,0.0,0.0
2016-06-09 00:00:00-04:00,22.444145789190607,22.783655731119804,22.4350312066546,22.70618438720703,106405600,0.0,0.0
2016-06-10 00:00:00-04:00,22.45098391469261,22.637828532439826,22.4395919890132,22.51934242248535,126851600,0.0,0.0
2016-06-13 00:00:00-04:00,22.487442095687204,22.58542169569288,22.125144788343775,22.17983055114746,152082000,0.0,0.0
2016-06-14 00:00:00-04:00,22.175274127977108,22.439591835307525,22.045394354803797,22.20717430114746,127727600,0.0,0.0
2016-06-15 00:00:00-04:00,22.28920846795485,22.423646430179,22.109199316953024,22.13426399230957,117780800,0.0,0.0
2016-06-16 00:00:00-04:00,21.977033531475566,22.273251380760037,21.89044760462772,22.227680206298828,125307200,0.0,0.0
2016-06-17 00:00:00-04:00,22.015776845285174,22.02261234944432,21.715002493277378,21.721837997436523,244032800,0.0,0.0
2016-06-20 00:00:00-04:00,21.87450167257029,22.004381456714007,21.653477783771688,21.6694278717041,137647600,0.0,0.0
2016-06-21 00:00:00-04:00,21.632968600661833,21.954249400307937,21.573724679189954,21.853992462158203,142185600,0.0,0.0
2016-06-22 00:00:00-04:00,21.931465901677825,22.077295769638027,21.726392106599683,21.77196502685547,116876400,0.0,0.0
2016-06-23 00:00:00-04:00,21.860830769795754,21.940581209838957,21.703607231975436,21.897287368774414,128960800,0.0,0.0
2016-06-24 00:00:00-04:00,21.170419530955098,21.569173515659553,21.111175595038773,21.28207015991211,301245600,0.0,0.0
2016-06-27 00:00:00-04:00,21.190922301282,21.202315965632827,20.849133231906485,20.972177505493164,181958400,0.0,0.0
2016-06-28 00:00:00-04:00,21.168133761908027,21.341307353025577,20.994960170790478,21.325355529785156,161779600,0.0,0.0
2016-06-29 00:00:00-04:00,21.41194623924505,21.544105097006888,21.334473145980517,21.509925842285156,146124000,0.0,0.0
2016-06-30 00:00:00-04:00,21.51904162837733,21.822093299821137,21.48714145243588,21.783357620239258,143345600,0.0,0.0
2016-07-01 00:00:00-04:00,21.758287907816086,21.981590826109247,21.721831317368945,21.84943199157715,104106000,0.0,0.0
2016-07-05 00:00:00-04:00,21.735511339594538,21.73779042070208,21.523601995760657,21.644367218017578,110820800,0.0,0.0
2016-07-06 00:00:00-04:00,21.555499057807562,21.797031205793836,21.503092368925596,21.76740837097168,123796400,0.0,0.0
2016-07-07 00:00:00-04:00,21.806137094321244,21.988425252929453,21.787909669203398,21.860824584960938,100558400,0.0,0.0
2016-07-08 00:00:00-04:00,21.986151808280546,22.07729591094634,21.88589485993442,22.02944564819336,115648400,0.0,0.0
2016-07-11 00:00:00-04:00,22.045392791473265,22.250466560475083,22.040836369241642,22.097801208496094,95179600,0.0,0.0
2016-07-12 00:00:00-04:00,22.141096142822185,22.261861339375837,22.12970421656814,22.198060989379883,96670000,0.0,0.0
2016-07-13 00:00:00-04:00,22.19578292060921,22.255025107420934,22.06590140581734,22.072738647460938,103568800,0.0,0.0
2016-07-14 00:00:00-04:00,22.19122562037632,22.555800292868337,22.175275532780702,22.510229110717773,155676000,0.0,0.0
2016-07-15 00:00:00-04:00,22.539848093956056,22.62643576573226,22.444147577346676,22.50794792175293,120548000,0.0,0.0
2016-07-18 00:00:00-04:00,22.48972159788227,22.81556060236729,22.46693600606127,22.747203826904297,145975600,0.0,0.0
2016-07-19 00:00:00-04:00,22.685679548019195,22.78593823253969,22.63555020575895,22.756317138671875,95119600,0.0,0.0
2016-07-20 00:00:00-04:00,22.785937627485726,22.89075273196067,22.72669370289412,22.776823043823242,105104000,0.0,0.0
2016-07-21 00:00:00-04:00,22.74720145399346,23.013796501190217,22.587698851026794,22.656057357788086,130808000,0.0,0.0
2016-07-22 00:00:00-04:00,22.61732327115036,22.62643785525426,22.400855810148364,22.480607986450195,113254800,0.0,0.0
2016-07-25 00:00:00-04:00,22.387183415189565,22.52161961092135,22.084130031633748,22.17983055114746,161531600,0.0,0.0
2016-07-26 00:00:00-04:00,22.061347532376846,22.323386195929274,21.970203422650442,22.02716827392578,224959200,0.0,0.0
2016-07-27 00:00:00-04:00,23.758896562631676,23.777125730081984,23.41255107322129,23.45812225341797,369379200,0.0,0.0
2016-07-28 00:00:00-04:00,23.430774977015435,23.799905973599945,23.428495896988863,23.77484130859375,159479200,0.0,0.0
2016-07-29 00:00:00-04:00,23.740669483656855,23.822698999963638,23.62446071248406,23.74522590637207,110934800,0.0,0.0
2016-08-01 00:00:00-04:00,23.7907985962529,24.1872734289597,23.7907985962529,24.164487838745117,152671600,0.0,0.0
2016-08-02 00:00:00-04:00,24.164484637278324,24.169041059345936,23.697372276834557,23.806745529174805,135266400,0.0,0.0
2016-08-03 00:00:00-04:00,23.88194450802383,24.116639425145156,23.87282992289697,24.105247497558594,120810400,0.0,0.0
2016-08-04 00:00:00-04:00,24.187716812837056,24.28393576146537,24.11898799361885,24.254154205322266,109634800,0.1425,0.0
2016-08-05 00:00:00-04:00,24.345794191224247,24.66194471273675,24.32517659087174,24.62299919128418,162213600,0.0,0.0
2016-08-08 00:00:00-04:00,24.63215606994949,24.826887130737305,24.54968393855186,24.826887130737305,112148800,0.0,0.0
2016-08-09 00:00:00-04:00,24.794819355845505,24.957475721883466,24.74441844707523,24.927692413330078,105260800,0.0,0.0
2016-08-10 00:00:00-04:00,24.904782827232136,24.948311201620122,24.68714445098562,24.74212646484375,96034000,0.0,0.0
2016-08-11 00:00:00-04:00,24.861253956375855,24.95518323652753,24.707761557336784,24.726089477539062,109938000,0.0,0.0
2016-08-12 00:00:00-04:00,24.691721686956768,24.84292438617509,24.691721686956768,24.78335952758789,74641600,0.0,0.0
2016-08-15 00:00:00-04:00,24.77420162294701,25.094933269611673,24.760456555239635,25.081188201904297,103472800,0.0,0.0
2016-08-16 00:00:00-04:00,25.115548663654174,25.253006320033588,25.019329702465953,25.05827522277832,135177600,0.0,0.0
2016-08-17 00:00:00-04:00,24.994127917372026,25.055984209017407,24.820016176986197,25.02161979675293,101424000,0.0,0.0
2016-08-18 00:00:00-04:00,25.023908323076128,25.10867188261051,24.975797102774592,24.989543914794922,87938800,0.0,0.0
2016-08-19 00:00:00-04:00,24.918525646819003,25.12929321865578,24.8245981211078,25.053691864013672,101472400,0.0,0.0
2016-08-22 00:00:00-04:00,24.939145474693174,24.99412748465648,24.70776030048799,24.858963012695312,103280800,0.0,0.0
2016-08-23 00:00:00-04:00,24.877280935464995,25.044520084619776,24.863535874493316,24.936845779418945,85030800,0.0,0.0
2016-08-24 00:00:00-04:00,24.872709482253452,24.913946429015343,24.668816175443727,24.748998641967773,94700400,0.0,0.0
2016-08-25 00:00:00-04:00,24.602378775893236,24.71463422902995,24.439722415840986,24.64361572265625,100344800,0.0,0.0
2016-08-26 00:00:00-04:00,24.606964827283427,24.73067393580035,24.354960259960663,24.499290466308594,111065200,0.0,0.0
2016-08-29 00:00:00-04:00,24.425976077887384,24.613832881617334,24.350374721449985,24.47179412841797,99881200,0.0,0.0
2016-08-30 00:00:00-04:00,24.23812130719856,24.398486245353265,24.169392477791263,24.283939361572266,99455600,0.0,0.0
2016-08-31 00:00:00-04:00,24.206044657362554,24.414519045422956,24.201461803910494,24.30684471130371,118649600,0.0,0.0
2016-09-01 00:00:00-04:00,24.31600568032861,24.467208364417324,24.196877722920807,24.451171875,106806000,0.0,0.0
2016-09-02 00:00:00-04:00,24.673396867797713,24.742125693863773,24.471794991368803,24.68027114868164,107210000,0.0,0.0
2016-09-06 00:00:00-04:00,24.719213042785295,24.810850881486054,24.629866630709817,24.67339324951172,107521600,0.0,0.0
2016-09-07 00:00:00-04:00,24.703175111318515,24.916232331036756,24.52906340272657,24.824594497680664,169457200,0.0,0.0
2016-09-08 00:00:00-04:00,24.570306062223672,24.574887168427484,24.109827109562545,24.173973083496094,212008000,0.0,0.0
2016-09-09 00:00:00-04:00,23.972368262360416,24.219789915352393,23.626436233520508,23.626436233520508,186228000,0.0,0.0
2016-09-12 00:00:00-04:00,23.51647360323829,24.219791340326505,23.488981724228417,24.1556453704834,181171200,0.0,0.0
2016-09-13 00:00:00-04:00,24.629867062979635,24.92310675369148,24.568010777936287,24.730667114257812,248704800,0.0,0.0
2016-09-14 00:00:00-04:00,24.909364780125077,25.894466879100452,24.87958147331745,25.60580825805664,443554800,0.0,0.0
2016-09-15 00:00:00-04:00,26.08461404011325,26.51301997404146,25.99984872493112,26.476364135742188,359934400,0.0,0.0
2016-09-16 00:00:00-04:00,26.373269591145036,26.604652989154474,26.125847954854454,26.327449798583984,319547600,0.0,0.0
2016-09-19 00:00:00-04:00,26.389304955589807,26.616107238589027,25.944862599866273,26.020463943481445,188092000,0.0,0.0
2016-09-20 00:00:00-04:00,25.89904715329736,26.144177377111497,25.775336328029503,26.01817512512207,138057200,0.0,0.0
2016-09-21 00:00:00-04:00,26.08232456859692,26.114397555589942,25.759303271639574,26.01359748840332,144012800,0.0,0.0
2016-09-22 00:00:00-04:00,26.19686412045044,26.33203031168562,26.11668167540222,26.25872039794922,124296000,0.0,0.0
2016-09-23 00:00:00-04:00,26.212901766073433,26.297667067633842,25.555403939820497,25.821151733398438,209924800,0.0,0.0
2016-09-26 00:00:00-04:00,25.57602594110401,25.9769400009538,25.55540834270667,25.8601016998291,119477600,0.0,0.0
2016-09-27 00:00:00-04:00,25.887596967995265,25.92883391803515,25.736394235233423,25.908214569091797,98429600,0.0,0.0
2016-09-28 00:00:00-04:00,26.045669121932946,26.26330748633983,25.98610425724975,26.10523223876953,118564400,0.0,0.0
2016-09-29 00:00:00-04:00,25.92425212216763,26.070871996666934,25.61268445189491,25.699739456176758,143548000,0.0,0.0
2016-09-30 00:00:00-04:00,25.76388353428328,25.972359690758676,25.61268256453063,25.899049758911133,145516400,0.0,0.0
2016-10-03 00:00:00-04:00,25.82116013783521,25.899052933133607,25.722649740980888,25.777631759643555,86807200,0.0,0.0
2016-10-04 00:00:00-04:00,25.90134310568539,26.187710340615915,25.80283270695541,25.887598037719727,118947200,0.0,0.0
2016-10-05 00:00:00-04:00,25.979232223768342,26.03879708959655,25.816575867101815,25.899049758911133,85812400,0.0,0.0
2016-10-06 00:00:00-04:00,26.047953798814635,26.19457363153478,25.91737045567806,26.091482162475586,115117200,0.0,0.0
2016-10-07 00:00:00-04:00,26.18770747697811,26.24498091770134,26.0044335153718,26.130434036254883,97433600,0.0,0.0
2016-10-10 00:00:00-04:00,26.350362382885976,26.74669533984366,26.28163530652368,26.58633041381836,144944000,0.0,0.0
2016-10-11 00:00:00-04:00,26.964336066066327,27.191140157120522,26.62069541060492,26.643606185913086,256164000,0.0,0.0
2016-10-12 00:00:00-04:00,26.884144529965134,27.02847467520881,26.74668866370377,26.881853103637695,150347200,0.0,0.0
2016-10-13 00:00:00-04:00,26.75585860742008,26.904769890789296,26.510728370924866,26.799386978149414,140769600,0.0,0.0
2016-10-14 00:00:00-04:00,27.005567115980114,27.07200450459943,26.83374682577903,26.948293685913086,142608800,0.0,0.0
2016-10-17 00:00:00-04:00,26.879565077675206,26.99640160986492,26.753562839612247,26.92996597290039,94499600,0.0,0.0
2016-10-18 00:00:00-04:00,27.07429458343945,27.081167115049958,26.9070554069165,26.911638259887695,98214000,0.0,0.0
2016-10-19 00:00:00-04:00,26.861246330324505,26.97808465024159,26.070873470063514,26.831464767456055,80138400,0.0,0.0
2016-10-20 00:00:00-04:00,26.77188902244529,26.891016973390936,26.650469645179683,26.817707061767578,96503200,0.0,0.0
2016-10-21 00:00:00-04:00,26.760443161962247,26.783353937622838,26.639023741486966,26.71233367919922,92770800,0.0,0.0
2016-10-24 00:00:00-04:00,26.826874797028253,26.973494640922336,26.803965774141002,26.952877044677734,94154800,0.0,0.0
2016-10-25 00:00:00-04:00,27.021597509492675,27.115526752575228,26.874977701431217,27.0903263092041,192516000,0.0,0.0
2016-10-26 00:00:00-04:00,26.187703982096433,26.5061441301924,25.958610249777237,26.48094367980957,264536800,0.0,0.0
2016-10-27 00:00:00-04:00,26.435132307603702,26.542806668637947,26.139601108545957,26.22665786743164,138248000,0.0,0.0
2016-10-28 00:00:00-04:00,26.08691187471887,26.393896730570628,25.990691149471797,26.052547454833984,151446800,0.0,0.0
2016-10-31 00:00:00-04:00,26.036501489543532,26.16937626592226,25.933408267382227,26.011301040649414,105677600,0.0,0.0
2016-11-01 00:00:00-04:00,25.99297913354741,26.063997643480405,25.321734312392252,25.541664123535156,175303200,0.0,0.0
2016-11-02 00:00:00-04:00,25.521044755532166,25.738683124487448,25.482099236514344,25.564571380615234,113326800,0.0,0.0
2016-11-03 00:00:00-04:00,25.55536296570134,25.665891571470034,25.22607682644707,25.290552139282227,107730400,0.1425,0.0
2016-11-04 00:00:00-04:00,24.99120079131394,25.387265440271594,24.894487820797455,25.062583923339844,123348000,0.0,0.0
2016-11-07 00:00:00-05:00,25.348120894340145,25.447137060209464,25.205352868233966,25.424110412597656,130240000,0.0,0.0
2016-11-08 00:00:00-05:00,25.4010775974833,25.72575906993961,25.26061278757501,25.573780059814453,97016800,0.0,0.0
2016-11-09 00:00:00-05:00,25.302065296579254,25.63365463686349,24.88067255959203,25.53233528137207,236705600,0.0,0.0
2016-11-10 00:00:00-05:00,25.58069260933393,25.58069260933393,24.369473714367945,24.820802688598633,228538000,0.0,0.0
2016-11-11 00:00:00-05:00,24.666520869348684,25.069493334010403,24.53526705113169,24.96817398071289,136575600,0.0,0.0
2016-11-14 00:00:00-05:00,24.80238072992031,24.82540737785127,23.966501287964054,24.341840744018555,204702000,0.0,0.0
2016-11-15 00:00:00-05:00,24.539867203300282,24.795466974827097,24.44545744234022,24.664213180541992,129058000,0.0,0.0
2016-11-16 00:00:00-05:00,24.56980604412884,25.38266054531642,24.546779397604602,25.327394485473633,235362000,0.0,0.0
2016-11-17 00:00:00-05:00,25.285940527128584,25.410286500520794,25.06027697886951,25.318178176879883,110528000,0.0,0.0
2016-11-18 00:00:00-05:00,25.265224440138745,25.454045768065143,25.25140880245312,25.343515396118164,113715600,0.0,0.0
2016-11-21 00:00:00-05:00,25.35733256436925,25.787936332055246,25.332002724291176,25.72806739807129,117058400,0.0,0.0
2016-11-22 00:00:00-05:00,25.778725495506333,25.886952675330733,25.652078051081272,25.744186401367188,103862000,0.0,0.0
2016-11-23 00:00:00-05:00,25.64286094323088,25.677401785977857,25.405683183492684,25.612926483154297,109705600,0.0,0.0
2016-11-25 00:00:00-05:00,25.589901391862735,25.760302436292914,25.548452726571675,25.741880416870117,45903600,0.0,0.0
2016-11-28 00:00:00-05:00,25.658979771070893,25.898460722164202,25.64976876254958,25.69121742248535,108776000,0.0,0.0
2016-11-29 00:00:00-05:00,25.509309887065452,25.797147382192698,25.34581840065166,25.6658935546875,114115200,0.0,0.0
2016-11-30 00:00:00-05:00,25.698122397810938,25.836283996711312,25.391862986421415,25.449430465698242,144649200,0.0,0.0
2016-12-01 00:00:00-05:00,25.414892228714276,25.546146015557245,25.106329615983377,25.21225357055664,148347600,0.0,0.0
2016-12-02 00:00:00-05:00,25.13856949489034,25.350417422829416,25.064883182701955,25.30666732788086,106112000,0.0,0.0
2016-12-05 00:00:00-05:00,25.329695986355333,25.33660380416944,24.92672355020877,25.124755859375,137298000,0.0,0.0
2016-12-06 00:00:00-05:00,25.214557410796452,25.41258969173736,25.143174294464316,25.318178176879883,104782000,0.0,0.0
2016-12-07 00:00:00-05:00,25.159302122290075,25.603723317829555,25.13627547234508,25.566879272460938,119994800,0.0,0.0
2016-12-08 00:00:00-05:00,25.527726651799558,25.88925040096269,25.467855973231696,25.817867279052734,108273200,0.0,0.0
2016-12-09 00:00:00-05:00,25.86161902775977,26.411964099750527,25.86161902775977,26.239261627197266,137610400,0.0,0.0
2016-12-12 00:00:00-05:00,26.0872849736857,26.48104640947774,25.90306829593507,26.089588165283203,105497600,0.0,0.0
2016-12-13 00:00:00-05:00,26.213937240935365,26.692899286036468,26.193213783194057,26.524803161621094,174935200,0.0,0.0
2016-12-14 00:00:00-05:00,26.490262308564816,26.757374608103778,26.47644667007061,26.524803161621094,136127200,0.0,0.0
2016-12-15 00:00:00-05:00,26.56854531771756,26.879411145367662,26.534006231818875,26.669864654541016,186098000,0.0,0.0
2016-12-16 00:00:00-05:00,26.819547461531062,26.826455280511986,26.630726129829473,26.70441246032715,177404400,0.0,0.0
2016-12-19 00:00:00-05:00,26.66526242876879,27.02908763527047,26.653748227886037,26.858688354492188,111117600,0.0,0.0
2016-12-20 00:00:00-05:00,26.881706781033586,27.05671239138958,26.86789114965438,26.930063247680664,85700000,0.0,0.0
2016-12-21 00:00:00-05:00,26.895527737089903,27.033689339669525,26.890921354805865,26.95539665222168,95132800,0.0,0.0
2016-12-22 00:00:00-05:00,26.791905156495886,26.828749187403886,26.62841372218683,26.77808952331543,104343600,0.0,0.0
2016-12-23 00:00:00-05:00,26.616899772401222,26.831050872802734,26.616899772401222,26.831050872802734,56998000,0.0,0.0
2016-12-27 00:00:00-05:00,26.831056171390763,27.125803209159262,26.824148353371736,27.00145721435547,73187600,0.0,0.0
2016-12-28 00:00:00-05:00,27.061325932682575,27.176460916964754,26.757369644450435,26.886322021484375,83623600,0.0,0.0
2016-12-29 00:00:00-05:00,26.814930830925345,26.966909817713006,26.803418389296596,26.87940788269043,60158000,0.0,0.0
2016-12-30 00:00:00-05:00,26.860989128341537,26.987636542550618,26.58005951756395,26.669864654541016,122345200,0.0,0.0
2017-01-03 00:00:00-05:00,26.665263101019615,26.78730590344384,26.42578212254811,26.74585723876953,115127600,0.0,0.0
2017-01-04 00:00:00-05:00,26.67677783289385,26.828756868671924,26.6537511853937,26.715923309326172,84472400,0.0,0.0
2017-01-05 00:00:00-05:00,26.692895000634792,26.909349338670825,26.66756516291481,26.851781845092773,88774400,0.0,0.0
2017-01-06 00:00:00-05:00,26.890922619062124,27.20869625243724,26.819539501684314,27.1511287689209,127007600,0.0,0.0
2017-01-09 00:00:00-05:00,27.160345045613802,27.50114540918331,27.158043610588383,27.399826049804688,134247600,0.0,0.0
2017-01-10 00:00:00-05:00,27.34915939598723,27.489624196826544,27.24093400230956,27.427452087402344,97848400,0.0,0.0
2017-01-11 00:00:00-05:00,27.342257829577566,27.616279676942654,27.310020171866448,27.574831008911133,110354400,0.0,0.0
2017-01-12 00:00:00-05:00,27.379097868845456,27.471206201765387,27.220211038479082,27.459692001342773,108344800,0.0,0.0
2017-01-13 00:00:00-05:00,27.427453817642654,27.544891983763733,27.3583721300843,27.411334991455078,104447600,0.0,0.0
2017-01-17 00:00:00-05:00,27.25014581943833,27.687659088321013,27.2225145490127,27.632394790649414,137759200,0.0,0.0
2017-01-18 00:00:00-05:00,27.632397719917982,27.74753271041764,27.56561921460972,27.630094528198242,94852000,0.0,0.0
2017-01-19 00:00:00-05:00,27.494235559650775,27.653120648879817,27.48732774144349,27.581737518310547,102389200,0.0,0.0
2017-01-20 00:00:00-05:00,27.736015568386208,27.736015568386208,27.570222675371404,27.632394790649414,130391600,0.0,0.0
2017-01-23 00:00:00-05:00,27.632399664377807,27.818917799929746,27.579436792019994,27.650821685791016,88200800,0.0,0.0
2017-01-24 00:00:00-05:00,27.528771515197217,27.655418925737962,27.517257315684336,27.625484466552734,92844000,0.0,0.0
2017-01-25 00:00:00-05:00,27.729109851222866,28.11596347786842,27.69687219540411,28.065303802490234,129510400,0.0,0.0
2017-01-26 00:00:00-05:00,28.016946760417436,28.194255620707516,28.000827932829285,28.079120635986328,105350400,0.0,0.0
2017-01-27 00:00:00-05:00,28.125172752987556,28.173529233733234,28.00082676386137,28.0814208984375,82251600,0.0,0.0
2017-01-30 00:00:00-05:00,27.846546031181685,28.007734298706055,27.784373915656673,28.007734298706055,121510000,0.0,0.0
2017-01-31 00:00:00-05:00,27.89720499791373,27.952469294408267,27.775162204612315,27.94325828552246,196804000,0.0,0.0
2017-02-01 00:00:00-05:00,29.2511960093045,30.047931706017216,29.246591382590463,29.647260665893555,447940000,0.0,0.0
2017-02-02 00:00:00-05:00,29.469952146814403,29.794631897723733,29.423897097763813,29.596599578857422,134841600,0.0,0.0
2017-02-03 00:00:00-05:00,29.54593677509147,29.748575455818408,29.511397687986015,29.72324562072754,98029200,0.0,0.0
2017-02-06 00:00:00-05:00,29.73475495853248,30.050223614643237,29.681790348777806,30.00186538696289,107383600,0.0,0.0
2017-02-07 00:00:00-05:00,30.05943840086554,30.416357534095017,30.03871494817471,30.28740692138672,152735200,0.0,0.0
2017-02-08 00:00:00-05:00,30.245968551013664,30.446302344171244,30.216032324029964,30.40485191345215,92016400,0.0,0.0
2017-02-09 00:00:00-05:00,30.446474171247278,30.63148954064726,30.323902238905653,30.62455177307129,113399600,0.1425,0.0
2017-02-10 00:00:00-05:00,30.633803971878972,30.74481178011904,30.5389831114215,30.5551700592041,80262000,0.0,0.0
2017-02-13 00:00:00-05:00,30.777195505530404,30.948335371963452,30.700876518967366,30.825759887695312,92141600,0.0,0.0
2017-02-14 00:00:00-05:00,30.86737501265075,31.24202846543826,30.816495713028544,31.225841522216797,132904800,0.0,0.0
2017-02-15 00:00:00-05:00,31.341493027694728,31.51494431923625,31.133349360519563,31.33917808532715,142492400,0.0,0.0
2017-02-16 00:00:00-05:00,31.37617191834929,31.42936264279203,31.18421879315438,31.302167892456055,90338400,0.0,0.0
2017-02-17 00:00:00-05:00,31.244348244991187,31.41317311322332,31.244348244991187,31.387733459472656,88792800,0.0,0.0
2017-02-21 00:00:00-05:00,31.505681585032608,31.62594209699634,31.44786450624468,31.614377975463867,98028800,0.0,0.0
2017-02-22 00:00:00-05:00,31.55194130441905,31.7115170406935,31.477937262724854,31.709205627441406,83347600,0.0,0.0
2017-02-23 00:00:00-05:00,31.771645109824725,31.79476982608597,31.52187488362987,31.57506561279297,83152800,0.0,0.0
2017-02-24 00:00:00-05:00,31.43166851872498,31.605119705200195,31.285968392846303,31.605119705200195,87106400,0.0,0.0
2017-02-27 00:00:00-05:00,31.7161361049175,31.785517304157608,31.51724521582886,31.66756820678711,81029600,0.0,0.0
2017-02-28 00:00:00-05:00,31.7022651015696,31.785521846781478,31.614382001380704,31.68145179748535,93931600,0.0,0.0
2017-03-01 00:00:00-05:00,31.889597672282996,32.412262955360646,31.82253139290543,32.32900619506836,145658400,0.0,0.0
2017-03-02 00:00:00-05:00,32.377556623929394,32.442311454867365,32.09078270915152,32.13703918457031,104844000,0.0,0.0
2017-03-03 00:00:00-05:00,32.09541095450349,32.33824334927274,32.05146941758944,32.32667922973633,84432400,0.0,0.0
2017-03-06 00:00:00-05:00,32.23186376197643,32.32437320481221,32.05378970115708,32.22492599487305,87000000,0.0,0.0
2017-03-07 00:00:00-05:00,32.160174612332,32.37294106045336,32.097731172803236,32.26655960083008,69785200,0.0,0.0
2017-03-08 00:00:00-05:00,32.13472951938341,32.33130898556702,32.104667040073856,32.14629364013672,74828800,0.0,0.0
2017-03-09 00:00:00-05:00,32.08617520915662,32.097735804659074,31.695331095765436,32.072296142578125,88623600,0.0,0.0
2017-03-10 00:00:00-05:00,32.204108628289255,32.229548280748425,32.0630348335382,32.17866897583008,78451200,0.0,0.0
2017-03-13 00:00:00-04:00,32.11160886143455,32.24574138671217,32.10467109388138,32.19255065917969,69686800,0.0,0.0
2017-03-14 00:00:00-04:00,32.215678364390186,32.29662016078054,32.109293382231215,32.143985748291016,61236400,0.0,0.0
2017-03-15 00:00:00-04:00,32.241119113457266,32.55101783239167,32.15323601777822,32.483951568603516,102767200,0.0,0.0
2017-03-16 00:00:00-04:00,32.54408529075881,32.613466507495595,32.43770028791237,32.537147521972656,76928000,0.0,0.0
2017-03-17 00:00:00-04:00,32.608827648937776,32.608827648937776,32.35211971565288,32.375247955322266,175540000,0.0,0.0
2017-03-20 00:00:00-04:00,32.47007021069586,32.72446677028318,32.43075502037318,32.71521759033203,86168000,0.0,0.0
